Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Frequently,41-45,Current Employees,Sales,Medical,E0720,720,Female,Research Scientist,Divorced,Yes,Yes,2,26,No,1085,19,1,1,1,46,1,3,3,6255,21819,4,18,1,1,80,0,7,1,7,10,3,4
No,Travel_Frequently,36-40,Current Employees,Sales,Other,E0721,721,Male,Sales Executive,Divorced,Yes,Yes,5,48,Yes,1208,17,4,1,4,31,3,3,2,4503,20333,4,11,3,3,80,3,10,3,5,9,1,5
Yes,Travel_Frequently,36-40,Current Employees,Sales,Life Sciences,E0722,722,Male,Research Scientist,Married,Yes,Yes,2,30,Yes,1250,24,3,1,3,41,4,2,1,5974,20065,3,5,2,1,80,3,15,4,4,1,2,7
Yes,Travel_Frequently,26-30,Current Employees,HR,Medical,E0723,723,Male,Sales Executive,Married,No,Yes,4,47,Yes,1394,17,2,1,1,37,1,4,3,7073,27110,2,5,4,1,80,3,5,1,2,2,5,3
No,Travel_Frequently,46-50,Ex-Employees,R&D,Medical,E0724,724,Male,Sales Executive,Single,Yes,Yes,1,33,Yes,1064,3,1,1,2,41,1,2,2,7679,26372,5,9,3,2,80,3,18,4,10,8,4,10
Yes,Travel_Frequently,31-35,Current Employees,HR,Life Sciences,E0725,725,Male,HR Manager,Divorced,No,Yes,3,50,Yes,1477,9,5,1,1,28,2,4,2,6428,22746,1,11,1,4,80,3,20,4,8,6,1,8
No,Travel_Frequently,26-30,Current Employees,R&D,Other,E0726,726,Female,Sales Executive,Married,Yes,Yes,4,40,Yes,1136,22,3,1,4,30,3,4,2,5619,29523,5,9,3,2,80,0,16,1,7,3,5,4
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0727,727,Female,Sales Executive,Married,No,Yes,3,35,No,1104,4,3,1,1,33,3,5,4,5838,22918,3,13,3,1,80,1,12,2,2,8,1,7
No,Travel_Frequently,26-30,Current Employees,HR,Other,E0728,728,Female,HR Manager,Single,No,Yes,1,29,Yes,1461,12,3,1,1,29,3,1,4,6346,28940,3,8,2,4,80,1,14,2,6,8,5,10
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0729,729,Female,Sales Executive,Single,Yes,Yes,3,36,Yes,1436,10,1,1,4,36,1,1,3,7719,26468,2,19,1,1,80,0,17,3,8,4,3,10
Yes,Travel_Rarely,46-50,Ex-Employees,HR,Other,E0730,730,Male,Research Scientist,Single,Yes,Yes,5,48,No,1260,16,3,1,2,20,3,4,1,7553,28478,4,6,3,3,80,1,1,3,1,7,1,6
No,Travel_Frequently,31-35,Current Employees,R&D,Life Sciences,E0731,731,Female,Sales Executive,Divorced,No,Yes,4,50,Yes,1003,20,3,1,2,46,4,2,4,5788,20778,4,19,2,4,80,2,2,4,6,9,3,1
No,Travel_Frequently,41-45,Current Employees,R&D,Other,E0732,732,Female,Research Scientist,Single,No,Yes,2,48,No,1322,21,3,1,4,35,2,5,1,8915,26470,3,15,2,3,80,1,9,3,1,2,2,8
Yes,Travel_Rarely,41-45,Current Employees,HR,Medical,E0733,733,Male,Sales Executive,Divorced,No,Yes,3,30,Yes,1258,21,3,1,3,38,3,3,3,5322,25606,1,6,4,4,80,1,19,3,3,5,3,7
No,Travel_Rarely,41-45,Current Employees,R&D,Medical,E0734,734,Female,Research Scientist,Divorced,No,Yes,4,46,No,1261,23,5,1,4,36,1,3,4,9627,26880,5,14,3,3,80,3,14,3,5,1,5,6
Yes,Travel_Frequently,31-35,Current Employees,R&D,Life Sciences,E0735,735,Male,Sales Executive,Divorced,No,Yes,2,46,No,1306,6,1,1,2,20,3,2,4,9166,22111,3,17,3,1,80,3,14,2,6,3,1,10
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Medical,E0736,736,Female,HR Manager,Married,Yes,Yes,1,38,Yes,1181,26,4,1,3,29,3,3,1,6410,26040,5,13,1,4,80,1,2,1,6,3,0,1
Yes,Travel_Frequently,36-40,Ex-Employees,R&D,Other,E0737,737,Male,Sales Executive,Single,No,Yes,1,45,Yes,1041,8,2,1,2,28,3,3,3,6628,28217,1,12,3,2,80,3,5,2,2,9,3,5
Yes,Travel_Frequently,36-40,Ex-Employees,Sales,Medical,E0738,738,Male,Research Scientist,Divorced,Yes,Yes,4,41,No,1137,25,1,1,3,27,4,5,1,4841,21501,5,17,2,2,80,1,18,2,4,9,3,5
No,Travel_Rarely,46-50,Current Employees,HR,Life Sciences,E0739,739,Female,Sales Executive,Married,No,Yes,2,46,Yes,1368,13,4,1,1,49,1,5,4,9890,28005,1,9,4,1,80,2,5,1,10,5,5,9
Yes,Travel_Rarely,31-35,Current Employees,Sales,Other,E0740,740,Female,Sales Executive,Divorced,No,Yes,4,40,No,1266,12,4,1,2,23,3,4,1,8862,21484,3,13,3,1,80,2,7,1,7,9,5,6
Yes,Travel_Rarely,41-45,Current Employees,Sales,Other,E0741,741,Female,Sales Executive,Single,No,Yes,4,30,Yes,1451,16,4,1,3,20,2,4,3,6589,21027,4,17,1,4,80,1,8,2,4,4,1,9
No,Travel_Rarely,36-40,Ex-Employees,Sales,Life Sciences,E0742,742,Female,Research Scientist,Single,Yes,Yes,2,49,No,1283,16,4,1,2,36,2,1,4,7019,29444,2,17,1,4,80,1,9,2,4,8,1,5
Yes,Travel_Rarely,41-45,Current Employees,Sales,Medical,E0743,743,Female,Research Scientist,Divorced,No,Yes,5,40,No,1103,12,2,1,4,20,4,2,4,6120,20001,2,9,4,2,80,3,4,4,4,7,5,2
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Other,E0744,744,Male,Sales Executive,Single,No,Yes,3,29,No,1475,24,4,1,3,20,1,3,4,4138,21669,3,14,2,3,80,3,14,4,7,9,4,10
Yes,Travel_Rarely,41-45,Current Employees,Sales,Medical,E0745,745,Male,Sales Executive,Married,No,Yes,3,44,No,1407,11,5,1,1,34,1,3,4,8403,26187,4,5,4,4,80,0,7,1,1,10,4,6
No,Travel_Frequently,46-50,Current Employees,HR,Other,E0746,746,Female,Sales Executive,Married,Yes,Yes,3,49,Yes,1161,26,2,1,2,38,4,2,2,6714,28299,5,5,1,3,80,1,9,2,8,7,0,3
Yes,Travel_Frequently,26-30,Current Employees,HR,Life Sciences,E0747,747,Female,HR Manager,Single,Yes,Yes,4,32,No,1084,1,3,1,1,27,3,3,2,5126,27951,1,12,3,3,80,3,20,1,6,6,4,2
No,Travel_Frequently,31-35,Current Employees,R&D,Medical,E0748,748,Female,HR Manager,Divorced,No,Yes,3,36,Yes,1007,22,3,1,1,22,1,2,2,3304,24236,5,7,2,4,80,3,1,2,9,6,3,9
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Life Sciences,E0749,749,Female,Sales Executive,Divorced,Yes,Yes,4,46,No,1218,24,2,1,1,44,1,3,1,6231,22359,5,16,2,2,80,1,5,3,10,3,0,5
Yes,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0750,750,Male,Sales Executive,Divorced,No,Yes,4,40,Yes,1378,8,4,1,4,22,1,2,3,6811,23323,3,11,1,1,80,3,2,2,3,1,3,5
Yes,Travel_Rarely,26-30,Current Employees,HR,Other,E0751,751,Female,Sales Executive,Married,Yes,Yes,2,38,Yes,1086,15,2,1,1,36,2,5,4,6958,29849,4,6,4,1,80,0,18,1,6,4,4,3
Yes,Travel_Frequently,46-50,Current Employees,Sales,Life Sciences,E0752,752,Female,Sales Executive,Single,No,Yes,1,44,No,1007,19,1,1,4,30,4,2,3,6605,28629,5,9,3,4,80,0,8,1,4,3,3,6
No,Travel_Rarely,46-50,Current Employees,Sales,Medical,E0753,753,Female,HR Manager,Married,Yes,Yes,2,50,Yes,1111,14,4,1,3,42,2,3,2,8984,28678,2,17,4,3,80,0,17,1,5,7,2,3
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0754,754,Female,Research Scientist,Single,No,Yes,5,34,No,1226,14,5,1,2,38,4,3,3,4223,23014,4,18,4,3,80,1,9,1,3,2,1,8
No,Travel_Rarely,31-35,Current Employees,Sales,Other,E0755,755,Female,Research Scientist,Single,Yes,Yes,3,48,No,1302,4,2,1,1,29,3,5,2,3558,22729,2,7,1,2,80,2,16,3,6,7,0,6
Yes,Travel_Rarely,26-30,Current Employees,Sales,Life Sciences,E0756,756,Male,Research Scientist,Married,Yes,Yes,2,50,No,1239,2,5,1,3,31,1,4,2,3842,29848,1,20,1,1,80,0,4,1,4,1,1,8
Yes,Travel_Frequently,36-40,Ex-Employees,Sales,Other,E0757,757,Male,Sales Executive,Married,No,Yes,2,34,No,1110,18,1,1,3,32,3,1,4,8430,22055,2,11,1,3,80,3,5,4,7,4,0,1
No,Travel_Frequently,31-35,Ex-Employees,Sales,Life Sciences,E0758,758,Male,HR Manager,Single,No,Yes,2,44,Yes,1268,13,5,1,1,40,3,2,2,5587,25168,1,7,2,4,80,2,15,3,6,5,4,3
No,Travel_Frequently,46-50,Ex-Employees,Sales,Other,E0759,759,Female,Research Scientist,Divorced,No,Yes,5,50,No,1275,12,1,1,3,50,1,3,4,8536,29063,2,9,4,1,80,0,5,4,1,5,1,4
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Medical,E0760,760,Female,HR Manager,Single,No,Yes,5,39,Yes,1375,30,2,1,3,39,2,1,2,9542,23277,1,5,3,4,80,3,20,2,8,9,1,9
No,Travel_Rarely,41-45,Ex-Employees,Sales,Life Sciences,E0761,761,Female,Sales Executive,Married,No,Yes,3,44,Yes,1339,12,1,1,3,33,4,2,1,4543,27432,3,13,4,4,80,1,1,3,10,1,0,7
No,Travel_Frequently,31-35,Current Employees,HR,Medical,E0762,762,Female,Sales Executive,Single,Yes,Yes,1,46,Yes,1492,3,3,1,4,40,4,2,4,9117,22221,3,10,1,2,80,1,4,1,3,9,1,5
Yes,Travel_Rarely,26-30,Ex-Employees,HR,Medical,E0763,763,Female,Research Scientist,Single,No,Yes,3,44,Yes,1364,28,1,1,4,20,1,1,3,5174,23979,2,8,4,3,80,1,8,4,8,8,4,2
No,Travel_Frequently,46-50,Current Employees,HR,Medical,E0764,764,Male,Sales Executive,Single,Yes,Yes,1,40,Yes,1022,15,2,1,2,38,1,3,4,9309,22209,5,18,1,1,80,0,8,1,5,5,1,5
No,Travel_Rarely,36-40,Current Employees,HR,Other,E0765,765,Female,Research Scientist,Married,No,Yes,1,41,Yes,1450,4,1,1,2,42,4,2,4,4423,24748,4,5,2,4,80,1,19,2,2,10,3,6
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Medical,E0766,766,Female,HR Manager,Divorced,No,Yes,5,35,Yes,1334,9,5,1,3,43,2,5,3,3594,23571,1,13,2,3,80,3,2,2,6,8,4,5
No,Travel_Rarely,26-30,Ex-Employees,Sales,Medical,E0767,767,Male,Sales Executive,Divorced,No,Yes,5,39,Yes,1324,2,5,1,4,37,1,4,1,4613,21919,2,14,2,4,80,1,10,3,10,7,4,5
Yes,Travel_Rarely,26-30,Ex-Employees,HR,Other,E0768,768,Male,Research Scientist,Divorced,No,Yes,2,44,Yes,1206,9,1,1,1,49,3,5,2,3098,23330,1,12,2,2,80,2,12,4,7,5,5,3
No,Travel_Rarely,26-30,Current Employees,HR,Other,E0769,769,Female,Research Scientist,Married,No,Yes,3,37,Yes,1478,16,3,1,1,43,4,5,2,4260,23547,4,6,2,4,80,2,19,4,10,4,3,10
No,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0770,770,Female,Sales Executive,Married,No,Yes,1,35,Yes,1222,14,5,1,3,36,2,3,2,3415,24471,4,19,4,4,80,2,7,3,7,5,4,1
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Other,E0771,771,Female,HR Manager,Divorced,Yes,Yes,1,34,No,1277,23,5,1,4,26,4,5,1,6498,27268,5,7,1,2,80,3,5,1,6,8,4,3
Yes,Travel_Rarely,46-50,Current Employees,HR,Other,E0772,772,Female,HR Manager,Single,No,Yes,1,41,Yes,1373,28,3,1,2,41,4,3,2,8299,25562,2,11,2,1,80,3,7,4,10,7,3,8
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0773,773,Female,HR Manager,Single,Yes,Yes,2,27,Yes,1208,14,4,1,3,38,2,4,3,6258,25903,2,19,1,3,80,1,19,3,5,6,1,5
Yes,Travel_Rarely,41-45,Current Employees,HR,Life Sciences,E0774,774,Male,Sales Executive,Married,Yes,Yes,5,39,Yes,1146,3,4,1,1,43,2,1,1,8414,21830,3,18,1,3,80,2,3,2,9,10,5,6
No,Travel_Rarely,36-40,Current Employees,Sales,Life Sciences,E0775,775,Male,Sales Executive,Married,No,Yes,5,48,Yes,1352,21,4,1,2,25,3,5,2,7259,27410,5,13,3,4,80,1,3,1,1,2,4,9
No,Travel_Frequently,26-30,Ex-Employees,HR,Medical,E0776,776,Male,HR Manager,Single,No,Yes,2,26,Yes,1369,9,3,1,1,34,4,1,1,9538,22184,2,7,4,1,80,2,5,1,10,5,1,7
Yes,Travel_Frequently,46-50,Ex-Employees,R&D,Other,E0777,777,Female,Sales Executive,Married,Yes,Yes,3,26,No,1081,30,3,1,4,31,4,2,4,8161,28876,3,17,3,1,80,3,20,3,9,1,2,7
Yes,Travel_Frequently,31-35,Ex-Employees,HR,Other,E0778,778,Female,HR Manager,Married,Yes,Yes,3,35,No,1458,24,5,1,1,46,4,2,1,8719,22248,5,7,1,2,80,2,10,1,7,7,2,10
No,Travel_Frequently,26-30,Current Employees,Sales,Life Sciences,E0779,779,Female,Research Scientist,Single,No,Yes,2,26,Yes,1265,9,3,1,4,32,1,3,4,7675,21168,1,12,4,1,80,3,5,2,1,2,1,5
No,Travel_Frequently,26-30,Current Employees,HR,Life Sciences,E0780,780,Female,Research Scientist,Divorced,No,Yes,5,44,No,1442,27,3,1,4,26,2,5,1,6450,29611,1,5,4,1,80,1,1,2,1,6,4,2
Yes,Travel_Rarely,36-40,Current Employees,Sales,Other,E0781,781,Male,HR Manager,Single,No,Yes,3,45,No,1094,20,2,1,3,23,3,1,4,5989,28138,4,13,3,4,80,2,11,2,8,1,2,7
Yes,Travel_Frequently,31-35,Current Employees,Sales,Life Sciences,E0782,782,Female,Sales Executive,Divorced,No,Yes,1,45,No,1260,13,5,1,2,33,1,5,4,6555,20396,2,6,4,3,80,3,10,2,1,6,5,5
Yes,Travel_Frequently,46-50,Current Employees,R&D,Other,E0783,783,Female,HR Manager,Divorced,Yes,Yes,1,29,No,1172,25,1,1,4,25,2,5,4,4914,21042,3,11,1,2,80,2,14,4,7,1,4,5
No,Travel_Rarely,46-50,Ex-Employees,R&D,Other,E0784,784,Female,Sales Executive,Divorced,Yes,Yes,5,26,Yes,1161,19,3,1,3,21,3,3,2,5290,20629,2,20,2,1,80,3,20,3,1,8,2,9
Yes,Travel_Frequently,46-50,Ex-Employees,Sales,Other,E0785,785,Male,Research Scientist,Single,Yes,Yes,2,30,Yes,1481,17,4,1,1,47,4,2,3,5818,22163,2,8,3,3,80,1,16,3,3,5,0,5
No,Travel_Frequently,36-40,Ex-Employees,HR,Life Sciences,E0786,786,Female,Research Scientist,Married,Yes,Yes,2,44,No,1143,28,4,1,2,31,3,4,2,3530,22996,2,16,3,1,80,1,10,3,1,1,1,9
Yes,Travel_Rarely,31-35,Current Employees,R&D,Other,E0787,787,Male,Sales Executive,Single,No,Yes,3,29,Yes,1254,28,3,1,2,50,3,1,3,7323,21157,5,15,4,1,80,3,15,3,1,9,4,3
Yes,Travel_Frequently,31-35,Current Employees,R&D,Medical,E0788,788,Male,HR Manager,Single,No,Yes,5,34,Yes,1194,22,3,1,4,44,2,4,1,8965,24930,2,9,3,4,80,1,16,2,3,3,5,4
No,Travel_Frequently,26-30,Ex-Employees,Sales,Other,E0789,789,Female,Sales Executive,Married,Yes,Yes,5,40,No,1445,17,1,1,2,31,2,3,4,8275,27938,4,7,1,4,80,0,8,1,1,9,0,10
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0790,790,Female,HR Manager,Single,No,Yes,3,32,Yes,1168,7,1,1,2,24,3,5,1,8119,21068,2,14,3,1,80,1,9,1,3,5,5,10
Yes,Travel_Rarely,31-35,Current Employees,HR,Other,E0791,791,Male,HR Manager,Married,Yes,Yes,5,30,Yes,1144,5,4,1,1,28,2,5,4,3704,24469,1,15,2,4,80,2,6,1,6,9,1,3
Yes,Travel_Rarely,46-50,Current Employees,R&D,Medical,E0792,792,Male,Research Scientist,Married,No,Yes,5,49,Yes,1077,24,4,1,1,33,4,3,2,9551,24135,4,8,4,3,80,1,8,3,1,2,2,10
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0793,793,Male,HR Manager,Divorced,Yes,Yes,3,29,Yes,1149,14,1,1,3,20,2,2,3,7374,27217,3,20,4,3,80,0,5,1,6,5,0,3
No,Travel_Frequently,41-45,Current Employees,Sales,Medical,E0794,794,Male,Research Scientist,Married,No,Yes,5,46,No,1381,4,4,1,4,22,1,3,1,5895,26480,2,10,2,3,80,0,5,1,7,4,5,7
Yes,Travel_Frequently,41-45,Current Employees,Sales,Medical,E0795,795,Female,Research Scientist,Divorced,Yes,Yes,3,48,No,1331,16,2,1,4,22,1,1,2,4814,24975,2,8,3,2,80,3,13,1,4,8,0,5
Yes,Travel_Frequently,26-30,Ex-Employees,R&D,Other,E0796,796,Female,Sales Executive,Divorced,No,Yes,4,50,No,1081,18,1,1,3,32,2,1,4,9333,29653,2,18,2,3,80,2,17,1,2,8,1,9
Yes,Travel_Rarely,26-30,Ex-Employees,R&D,Life Sciences,E0797,797,Female,Research Scientist,Married,No,Yes,2,44,No,1498,13,3,1,3,43,1,4,4,9396,23924,2,14,3,4,80,2,13,2,4,10,0,1
No,Travel_Frequently,36-40,Current Employees,Sales,Other,E0798,798,Female,Research Scientist,Married,No,Yes,2,26,Yes,1111,12,2,1,4,41,1,2,4,7331,21230,1,13,2,1,80,3,2,4,2,1,1,7
Yes,Travel_Rarely,46-50,Ex-Employees,R&D,Medical,E0799,799,Female,Research Scientist,Married,Yes,Yes,5,27,No,1057,29,3,1,4,36,3,2,3,4677,23924,5,10,4,3,80,2,9,1,10,5,0,6
Yes,Travel_Frequently,36-40,Current Employees,R&D,Other,E0800,800,Female,HR Manager,Married,No,Yes,1,48,Yes,1486,2,4,1,3,27,1,3,1,6666,28481,2,5,1,4,80,2,18,1,5,3,5,9
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0801,801,Male,Sales Executive,Married,Yes,Yes,1,35,No,1037,22,3,1,3,22,2,1,2,4504,25065,5,15,1,1,80,0,11,4,7,10,3,1
Yes,Travel_Frequently,36-40,Current Employees,R&D,Life Sciences,E0802,802,Female,HR Manager,Single,Yes,Yes,2,41,No,1202,25,4,1,3,23,4,2,1,7645,23720,5,8,2,1,80,0,1,2,6,4,4,8
No,Travel_Frequently,26-30,Current Employees,Sales,Medical,E0803,803,Male,Research Scientist,Married,Yes,Yes,1,44,No,1361,15,5,1,4,46,4,1,1,7829,27647,4,18,4,1,80,1,19,1,7,2,5,9
Yes,Travel_Rarely,31-35,Current Employees,Sales,Life Sciences,E0804,804,Female,HR Manager,Divorced,Yes,Yes,3,44,No,1258,18,4,1,4,26,1,3,1,5780,27779,4,7,1,4,80,2,9,3,4,10,0,5
Yes,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0805,805,Female,Research Scientist,Single,No,Yes,3,34,No,1120,5,4,1,3,48,1,3,3,6545,23090,4,9,4,2,80,1,6,3,3,7,4,2
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0806,806,Male,Sales Executive,Married,No,Yes,4,41,Yes,1215,30,3,1,2,28,3,1,1,7549,20417,2,13,3,4,80,0,16,2,9,10,5,10
No,Travel_Frequently,26-30,Current Employees,R&D,Other,E0807,807,Male,Research Scientist,Married,No,Yes,1,42,No,1198,14,4,1,1,38,2,1,1,3679,28733,1,18,3,1,80,2,15,2,4,3,5,8
Yes,Travel_Frequently,26-30,Ex-Employees,HR,Medical,E0808,808,Female,Research Scientist,Divorced,No,Yes,2,47,No,1020,11,5,1,3,36,3,5,3,4596,23655,5,13,1,4,80,0,19,1,5,8,2,6
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Medical,E0809,809,Female,Research Scientist,Divorced,No,Yes,4,40,No,1020,6,4,1,1,40,4,4,4,4982,26643,5,15,1,3,80,3,18,1,9,8,5,1
No,Travel_Rarely,36-40,Ex-Employees,Sales,Medical,E0810,810,Male,HR Manager,Single,No,Yes,5,44,No,1189,6,4,1,3,32,4,2,2,5277,23648,5,12,1,3,80,1,1,4,5,5,4,2
No,Travel_Rarely,41-45,Ex-Employees,Sales,Medical,E0811,811,Female,Research Scientist,Single,Yes,Yes,3,38,Yes,1358,3,1,1,1,21,1,3,4,3175,25184,2,10,4,2,80,2,4,3,4,9,5,6
No,Travel_Rarely,26-30,Current Employees,Sales,Life Sciences,E0812,812,Male,Research Scientist,Married,Yes,Yes,2,41,No,1389,21,2,1,4,33,3,3,2,7091,22854,5,19,1,4,80,1,14,4,2,8,4,1
Yes,Travel_Frequently,36-40,Ex-Employees,HR,Medical,E0813,813,Male,Research Scientist,Single,Yes,Yes,2,41,No,1049,30,1,1,1,28,4,2,4,5768,24809,1,8,4,4,80,0,12,2,6,8,3,9
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Medical,E0814,814,Female,Research Scientist,Single,Yes,Yes,1,44,No,1325,23,5,1,2,50,2,4,2,7259,22260,3,15,1,3,80,1,8,3,8,3,0,1
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Other,E0815,815,Female,Research Scientist,Married,Yes,Yes,2,33,No,1373,3,2,1,2,35,1,4,2,4129,26728,2,8,3,2,80,2,2,3,7,7,4,8
Yes,Travel_Frequently,31-35,Ex-Employees,R&D,Life Sciences,E0816,816,Male,Research Scientist,Single,No,Yes,5,49,Yes,1336,4,5,1,2,44,2,4,1,7188,26726,5,11,2,4,80,0,6,1,7,4,5,10
Yes,Travel_Frequently,36-40,Current Employees,R&D,Medical,E0817,817,Male,HR Manager,Divorced,No,Yes,1,40,Yes,1460,23,4,1,3,37,4,2,3,9279,21908,3,16,1,2,80,3,19,1,1,2,2,9
No,Travel_Rarely,46-50,Current Employees,R&D,Life Sciences,E0818,818,Male,Sales Executive,Married,Yes,Yes,1,47,No,1406,13,2,1,4,25,4,1,2,9530,24884,5,20,2,2,80,1,19,1,7,5,3,2
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Other,E0819,819,Male,Sales Executive,Married,No,Yes,4,33,Yes,1244,4,3,1,3,48,3,5,3,5136,26508,1,16,2,3,80,2,17,4,3,2,0,10
Yes,Travel_Rarely,36-40,Current Employees,R&D,Life Sciences,E0820,820,Male,Sales Executive,Married,No,Yes,1,40,Yes,1178,21,4,1,3,25,4,5,3,7703,27097,5,7,3,2,80,3,5,4,2,1,5,7
Yes,Travel_Frequently,41-45,Current Employees,R&D,Life Sciences,E0821,821,Male,Sales Executive,Single,Yes,Yes,4,44,Yes,1207,7,2,1,2,20,1,1,1,6209,23073,2,6,2,3,80,2,7,1,4,1,4,2
Yes,Travel_Frequently,36-40,Ex-Employees,Sales,Medical,E0822,822,Female,HR Manager,Married,No,Yes,5,30,No,1295,18,5,1,4,47,3,3,4,3251,29988,1,17,4,3,80,1,1,2,6,10,1,8
Yes,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0823,823,Female,Research Scientist,Divorced,No,Yes,2,41,No,1452,23,1,1,1,49,3,5,4,3427,24444,4,15,4,1,80,0,7,1,3,5,4,6
No,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0824,824,Female,Research Scientist,Single,No,Yes,5,27,No,1423,13,3,1,4,45,2,5,1,8242,27233,1,8,1,1,80,0,15,4,6,4,5,7
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0825,825,Male,HR Manager,Divorced,Yes,Yes,1,32,No,1273,29,2,1,1,24,4,1,3,3680,22782,3,12,2,4,80,0,20,2,5,4,3,4
No,Travel_Rarely,46-50,Ex-Employees,R&D,Medical,E0826,826,Male,Sales Executive,Single,Yes,Yes,2,27,Yes,1432,9,5,1,1,31,4,4,4,8560,22448,4,12,3,1,80,0,5,2,10,5,0,1
No,Travel_Frequently,46-50,Current Employees,Sales,Other,E0827,827,Male,HR Manager,Divorced,No,Yes,2,48,Yes,1351,19,3,1,4,38,3,1,4,7693,26703,1,18,1,4,80,0,16,4,5,9,2,7
No,Travel_Frequently,36-40,Ex-Employees,Sales,Other,E0828,828,Female,HR Manager,Married,Yes,Yes,3,38,No,1026,11,4,1,3,45,2,2,1,6124,26614,5,7,1,3,80,3,13,2,4,5,0,8
Yes,Travel_Rarely,46-50,Ex-Employees,R&D,Medical,E0829,829,Male,Sales Executive,Married,Yes,Yes,5,35,Yes,1029,18,4,1,3,32,3,3,4,3578,24344,1,17,3,3,80,3,9,4,10,8,5,8
Yes,Travel_Frequently,26-30,Ex-Employees,R&D,Medical,E0830,830,Male,HR Manager,Single,Yes,Yes,4,49,Yes,1139,2,3,1,3,41,2,4,1,7701,27440,4,15,4,4,80,2,13,4,5,2,1,10
No,Travel_Frequently,26-30,Current Employees,R&D,Life Sciences,E0831,831,Male,Research Scientist,Married,No,Yes,5,49,Yes,1383,10,2,1,1,26,1,3,3,6604,24683,4,5,2,2,80,0,8,4,7,4,0,10
No,Travel_Frequently,46-50,Ex-Employees,HR,Medical,E0832,832,Female,HR Manager,Single,Yes,Yes,5,33,No,1230,25,1,1,4,29,1,3,4,8299,29620,1,6,4,4,80,1,15,3,7,1,5,10
No,Travel_Rarely,46-50,Current Employees,HR,Other,E0833,833,Female,Sales Executive,Married,Yes,Yes,2,41,Yes,1321,26,4,1,2,25,4,1,2,8486,22250,4,13,4,1,80,3,9,2,5,4,5,3
No,Travel_Frequently,36-40,Current Employees,Sales,Life Sciences,E0834,834,Male,Sales Executive,Single,No,Yes,5,40,Yes,1378,23,4,1,1,25,4,1,4,4854,23432,3,13,2,2,80,2,4,1,10,9,2,6
No,Travel_Frequently,46-50,Current Employees,Sales,Medical,E0835,835,Female,Sales Executive,Single,Yes,Yes,5,35,Yes,1498,13,5,1,2,31,1,2,1,7578,28825,4,15,4,1,80,3,4,2,10,7,5,9
No,Travel_Rarely,41-45,Current Employees,Sales,Life Sciences,E0836,836,Female,HR Manager,Divorced,No,Yes,5,35,Yes,1413,14,1,1,4,20,2,1,2,5382,24262,5,17,3,2,80,1,5,2,8,4,5,3
No,Travel_Frequently,31-35,Current Employees,HR,Life Sciences,E0837,837,Male,Sales Executive,Married,Yes,Yes,3,30,No,1302,3,1,1,4,29,1,5,1,7908,22699,1,17,1,1,80,0,13,4,1,8,1,9
No,Travel_Rarely,36-40,Current Employees,Sales,Other,E0838,838,Female,Research Scientist,Divorced,No,Yes,2,50,No,1253,28,1,1,2,25,2,2,1,9916,21582,5,8,1,4,80,2,8,1,5,7,4,3
Yes,Travel_Rarely,36-40,Ex-Employees,Sales,Other,E0839,839,Male,Sales Executive,Married,Yes,Yes,4,45,Yes,1235,29,1,1,2,46,4,3,2,7252,26651,2,5,1,4,80,2,14,4,3,7,5,5
Yes,Travel_Rarely,26-30,Ex-Employees,Sales,Other,E0840,840,Female,Research Scientist,Married,No,Yes,1,29,Yes,1048,21,4,1,3,24,4,3,2,9883,27424,4,14,2,4,80,2,16,4,4,1,5,8
